Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[single cell well quality]	Material Type	Characteristics[cell]	Characteristics[organism]	Characteristics[organism part]	Characteristics[individual]	Characteristics[developmental stage]	Characteristics[treatment]	Characteristics[phenotype]	Characteristics[inferred lineage]	Characteristics[inferred trophectoderm subpopulation]	Characteristics[inferred pseudo-time]	Protocol REF	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[cell]
E6.14.1409	ERS888630	SAMEA3581481	OK	cell	708	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	mural	23.42246436	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1409	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1409	sequencing assay	ERX1121592	E6.14.1409.fastq.gz	E6.14.1409.fastq.gz	ERR1042110	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1042110/ERR1042110.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	708
E6.14.1410	ERS888631	SAMEA3581482	OK	cell	709	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	mural	23.38297668	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1410	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1410	sequencing assay	ERX1121593	E6.14.1410.fastq.gz	E6.14.1410.fastq.gz	ERR1042111	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1042111/ERR1042111.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	709
E6.14.1411	ERS888632	SAMEA3581483	OK	cell	710	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	polar	23.88177202	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1411	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1411	sequencing assay	ERX1121594	E6.14.1411.fastq.gz	E6.14.1411.fastq.gz	ERR1042112	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1042112/ERR1042112.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	710
E6.14.1412	ERS888633	SAMEA3581484	OK	cell	711	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	mural	23.99144744	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1412	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1412	sequencing assay	ERX1121595	E6.14.1412.fastq.gz	E6.14.1412.fastq.gz	ERR1042113	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1042113/ERR1042113.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	711
E6.14.1413	ERS888634	SAMEA3581485	OK	cell	712	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	mural	23.47389446	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1413	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1413	sequencing assay	ERX1121596	E6.14.1413.fastq.gz	E6.14.1413.fastq.gz	ERR1042114	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1042114/ERR1042114.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	712
E6.14.1414	ERS888635	SAMEA3581486	OK	cell	713	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	mural	23.26415805	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1414	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1414	sequencing assay	ERX1121597	E6.14.1414.fastq.gz	E6.14.1414.fastq.gz	ERR1042115	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1042115/ERR1042115.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	713
E6.14.1415	ERS888636	SAMEA3581487	OK	cell	714	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	mural	23.64673336	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1415	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1415	sequencing assay	ERX1121598	E6.14.1415.fastq.gz	E6.14.1415.fastq.gz	ERR1042116	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1042116/ERR1042116.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	714
E6.14.1416	ERS888637	SAMEA3581488	OK	cell	715	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	mural	23.54277638	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1416	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1416	sequencing assay	ERX1121599	E6.14.1416.fastq.gz	E6.14.1416.fastq.gz	ERR1042117	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1042117/ERR1042117.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	715
E6.14.1417	ERS888638	SAMEA3581489	OK	cell	716	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	mural	23.20430845	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1417	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1417	sequencing assay	ERX1121600	E6.14.1417.fastq.gz	E6.14.1417.fastq.gz	ERR1042118	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1042118/ERR1042118.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	716
E6.14.1418	ERS888639	SAMEA3581490	OK	cell	717	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	mural	23.42191172	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1418	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1418	sequencing assay	ERX1121601	E6.14.1418.fastq.gz	E6.14.1418.fastq.gz	ERR1042119	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1042119/ERR1042119.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	717
E6.14.1419	ERS888640	SAMEA3581491	OK	cell	718	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	mural	23.53804331	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1419	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1419	sequencing assay	ERX1121602	E6.14.1419.fastq.gz	E6.14.1419.fastq.gz	ERR1042120	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1042120/ERR1042120.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	718
E6.14.1420	ERS888641	SAMEA3581492	OK	cell	719	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	polar	23.89075664	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1420	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1420	sequencing assay	ERX1121603	E6.14.1420.fastq.gz	E6.14.1420.fastq.gz	ERR1042121	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1042121/ERR1042121.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	719
E6.14.1421	ERS888642	SAMEA3581493	OK	cell	720	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	polar	23.84424431	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1421	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1421	sequencing assay	ERX1121604	E6.14.1421.fastq.gz	E6.14.1421.fastq.gz	ERR1042122	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1042122/ERR1042122.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	720
E6.14.1422	ERS888643	SAMEA3581494	OK	cell	721	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	polar	25.5328883	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1422	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1422	sequencing assay	ERX1121605	E6.14.1422.fastq.gz	E6.14.1422.fastq.gz	ERR1042123	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1042123/ERR1042123.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	721
E6.14.1423	ERS888644	SAMEA3581495	OK	cell	722	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	mural	23.4624189	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1423	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1423	sequencing assay	ERX1121606	E6.14.1423.fastq.gz	E6.14.1423.fastq.gz	ERR1042124	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1042124/ERR1042124.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	722
E6.14.1424	ERS888645	SAMEA3581496	OK	cell	723	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	mural	23.98256069	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1424	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1424	sequencing assay	ERX1121607	E6.14.1424.fastq.gz	E6.14.1424.fastq.gz	ERR1042125	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1042125/ERR1042125.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	723
E6.14.1425	ERS888646	SAMEA3581497	OK	cell	724	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	mural	23.26741152	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1425	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1425	sequencing assay	ERX1121608	E6.14.1425.fastq.gz	E6.14.1425.fastq.gz	ERR1042126	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1042126/ERR1042126.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	724
E6.14.1426	ERS888647	SAMEA3581498	OK	cell	725	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	mural	23.47218974	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1426	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1426	sequencing assay	ERX1121609	E6.14.1426.fastq.gz	E6.14.1426.fastq.gz	ERR1042127	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1042127/ERR1042127.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	725
E6.14.1427	ERS888648	SAMEA3581499	OK	cell	726	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	mural	23.62692543	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1427	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1427	sequencing assay	ERX1121610	E6.14.1427.fastq.gz	E6.14.1427.fastq.gz	ERR1042128	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1042128/ERR1042128.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	726
E6.14.1428	ERS888649	SAMEA3581500	OK	cell	727	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	mural	23.25065867	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1428	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1428	sequencing assay	ERX1121611	E6.14.1428.fastq.gz	E6.14.1428.fastq.gz	ERR1042129	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1042129/ERR1042129.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	727
E6.14.1429	ERS888650	SAMEA3581501	OK	cell	728	Homo sapiens	embryo	E6.14	embryonic day 6	No	not applicable	trophectoderm	mural	22.98121622	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E6.14.1429	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E6.14.1429	sequencing assay	ERX1121612	E6.14.1429.fastq.gz	E6.14.1429.fastq.gz	ERR1042130	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1042130/ERR1042130.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	728
