BioSample_s	Center_Name_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	population_s	Assay_Type_s	AssemblyName_s	BioProject_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	Strain_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
SAMEA1573348	Centre for Genomic Regulation, Barcelona	ERX162733	HG00367.2.M_120131_1 extract	2012-11-07	5267	3599	2012-11-07	ERR188358	ERS185229	GEUV:HG00367	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573297	Max Planck Institute for Molecular Genetics	ERX162939	NA20537.3.M_120202_8 extract	2012-11-07	3039	2151	2012-11-07	ERR188359	ERS185290	GEUV:NA20537	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573386	University of Geneva	ERX162801	HG00371.1.M_111124_3 extract	2012-11-07	3757	2665	2012-11-07	ERR188362	ERS185302	GEUV:HG00371	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573316	Centre for Genomic Regulation, Barcelona	ERX163055	NA19206.2.M_111215_5 extract	2012-11-07	5494	3949	2012-11-07	ERR188363	ERS185305	GEUV:NA19206	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573419	Uppsala University	ERX162840	HG00264.6.M_120119_5 extract	2012-11-07	3158	2217	2012-11-07	ERR188366	ERS185271	GEUV:HG00264	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573424	Max Planck Institute for Molecular Genetics	ERX162970	HG00105.3.M_120223_6 extract	2012-11-07	6507	4426	2012-11-07	ERR188368	ERS185272	GEUV:HG00105	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573511	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX162989	NA20515.5.M_120131_1 extract	2012-11-07	5170	3527	2012-11-07	ERR188452	ERS185313	GEUV:NA20515	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573364	University of Geneva	ERX163169	NA19201.1.M_111124_3 extract	2012-11-07	4356	3100	2012-11-07	ERR188275	ERS185228	GEUV:NA19201	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573379	University of Geneva	ERX163062	NA20514.1.M_111124_4 extract	2012-11-07	3762	2694	2012-11-07	ERR188356	ERS185217	GEUV:NA20514	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573535	University of Geneva	ERX179608	NA07000.1.M_120209_2 extract	2012-12-05	3892	2685	2012-12-05	ERR204881	ERS185262	GEUV:NA07000	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573107	Uppsala University	ERX179550	NA19225.6.M_120119_5 extract	2013-02-21	4145	2912	2013-02-21	ERR204916	ERS185247	GEUV:NA19225	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573318	University of Geneva	ERX179561	NA20513.1.M_120209_6 extract	2013-02-21	3426	2351	2013-02-21	ERR204918	ERS185226	GEUV:NA20513	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573247	University of Geneva	ERX179629	NA11831.1.M_120209_5 extract	2012-12-05	3262	2181	2012-12-05	ERR204931	ERS185295	GEUV:NA11831	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573485	University of Geneva	ERX179625	HG00375.1.M_120209_2 extract	2012-12-05	3027	2074	2012-12-05	ERR204935	ERS185222	GEUV:HG00375	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573424	University of Geneva	ERX179514	HG00105.1.M_120209_7 extract	2012-12-05	3226	2207	2012-12-05	ERR204936	ERS185272	GEUV:HG00105	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573334	University of Geneva	ERX179578	NA20765.1.M_120209_7 extract	2013-02-21	2761	1892	2013-02-21	ERR204954	ERS185306	GEUV:NA20765	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573430	University of Geneva	ERX179594	HG00277.1.M_120209_5 extract	2012-12-05	1889	1282	2012-12-05	ERR204957	ERS185158	GEUV:HG00277	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573085	University of Geneva	ERX179528	NA07051.1.M_120209_6 extract	2012-12-05	2108	1383	2012-12-05	ERR204958	ERS185266	GEUV:NA07051	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573316	University of Geneva	ERX179523	NA19206.1.M_120209_2 extract	2013-02-21	1881	1283	2013-02-21	ERR204959	ERS185305	GEUV:NA19206	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573102	University of Geneva	ERX179552	NA12813.1.M_120209_6 extract	2012-12-05	1876	1249	2012-12-05	ERR204962	ERS185131	GEUV:NA12813	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573249	University of Geneva	ERX179558	NA11893.1.M_120209_4 extract	2012-12-05	1965	1309	2012-12-05	ERR204967	ERS185138	GEUV:NA11893	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573459	University of Geneva	ERX179563	NA19096.1.M_120209_8 extract	2013-02-21	2027	1380	2013-02-21	ERR204969	ERS185239	GEUV:NA19096	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573384	University of Geneva	ERX179585	NA19185.1.M_120209_4 extract	2013-02-21	2041	1379	2013-02-21	ERR204971	ERS185284	GEUV:NA19185	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573478	University of Geneva	ERX179548	NA12234.1.M_120209_8 extract	2012-12-05	2402	1613	2012-12-05	ERR204974	ERS185238	GEUV:NA12234	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573204	University of Geneva	ERX179526	NA12775.1.M_120209_4 extract	2012-12-05	2030	1359	2012-12-05	ERR204977	ERS185293	GEUV:NA12775	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573194	University of Geneva	ERX179631	HG00142.1.M_120209_7 extract	2012-12-05	2784	1899	2012-12-05	ERR204982	ERS185174	GEUV:HG00142	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573331	University of Geneva	ERX179579	NA12762.1.M_120209_5 extract	2012-12-05	2617	1764	2012-12-05	ERR204983	ERS185288	GEUV:NA12762	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573523	University of Geneva	ERX179699	NA19236.1.M_120209_5 extract	2013-02-21	2385	1598	2013-02-21	ERR204995	ERS185141	GEUV:NA19236	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573408	University of Geneva	ERX179566	HG00328.1.M_120209_2 extract	2012-12-05	2233	1539	2012-12-05	ERR204998	ERS185280	GEUV:HG00328	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573141	University of Geneva	ERX179658	NA20543.1.M_120209_8 extract	2013-02-21	2725	1862	2013-02-21	ERR205008	ERS185134	GEUV:NA20543	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573192	University of Geneva	ERX179706	NA18858.1.M_120209_7 extract	2012-12-05	2950	2028	2012-12-05	ERR205013	ERS185148	GEUV:NA18858	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573245	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX179542	HG00237.4.M_120208_1 extract	2012-12-05	6776	4704	2012-12-05	ERR205016	ERS185258	GEUV:HG00237	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573209	University of Geneva	ERX179520	NA18502.1.M_120209_6 extract	2012-12-05	2069	1438	2012-12-05	ERR205019	ERS185294	GEUV:NA18502	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573095	University of Geneva	ERX179700	NA12889.1.M_120209_4 extract	2012-12-05	1963	1321	2012-12-05	ERR204822	ERS185149	GEUV:NA12889	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573519	University of Geneva	ERX179624	HG00114.1.M_120209_3 extract	2012-12-05	3862	2572	2012-12-05	ERR204826	ERS185155	GEUV:HG00114	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573491	University of Geneva	ERX179529	HG00183.1.M_120209_4 extract	2012-12-05	2069	1411	2012-12-05	ERR204827	ERS185277	GEUV:HG00183	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573254	University of Geneva	ERX179656	NA18517.1.M_120209_7 extract	2012-12-05	1855	1277	2012-12-05	ERR204835	ERS185124	GEUV:NA18517	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573487	University of Geneva	ERX179547	NA12763.1.M_120209_5 extract	2012-12-05	1606	1069	2012-12-05	ERR204836	ERS185143	GEUV:NA12763	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573250	University of Geneva	ERX179659	NA19152.1.M_120209_3 extract	2013-02-21	2159	1458	2013-02-21	ERR204845	ERS185203	GEUV:NA19152	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573350	University of Geneva	ERX179653	NA19107.1.M_120209_4 extract	2013-02-21	2712	1835	2013-02-21	ERR204849	ERS185210	GEUV:NA19107	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573188	University of Geneva	ERX179569	NA20518.1.M_120209_6 extract	2013-02-21	2690	1873	2013-02-21	ERR204850	ERS185188	GEUV:NA20518	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573403	University of Geneva	ERX179708	NA07347.1.M_120209_7 extract	2012-12-05	2657	1788	2012-12-05	ERR204853	ERS185160	GEUV:NA07347	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573507	University of Geneva	ERX179551	NA12275.1.M_120209_4 extract	2012-12-05	1739	1171	2012-12-05	ERR204856	ERS185264	GEUV:NA12275	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573293	University of Geneva	ERX179690	NA18486.1.M_120209_6 extract	2012-12-05	2152	1478	2012-12-05	ERR204859	ERS185193	GEUV:NA18486	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573276	University of Geneva	ERX179557	HG00321.1.M_120209_6 extract	2012-12-05	1478	1016	2012-12-05	ERR204864	ERS185194	GEUV:HG00321	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573542	University of Geneva	ERX179637	NA12004.1.M_120209_8 extract	2012-12-05	2224	1502	2012-12-05	ERR204867	ERS185154	GEUV:NA12004	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573500	University of Geneva	ERX179607	HG00315.1.M_120209_5 extract	2012-12-05	1570	1067	2012-12-05	ERR204870	ERS185236	GEUV:HG00315	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573514	University of Geneva	ERX179540	NA20754.1.M_120209_8 extract	2013-02-21	2123	1445	2013-02-21	ERR204873	ERS185289	GEUV:NA20754	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573128	University of Geneva	ERX179670	NA12546.1.M_120209_6 extract	2012-12-05	2019	1344	2012-12-05	ERR204875	ERS185183	GEUV:NA12546	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573289	University of Geneva	ERX179647	HG00099.1.M_120209_6 extract	2012-12-05	3024	2074	2012-12-05	ERR204882	ERS185128	GEUV:HG00099	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573274	University of Geneva	ERX179545	NA07357.1.M_120209_8 extract	2012-12-05	2184	1469	2012-12-05	ERR204886	ERS185180	GEUV:NA07357	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573265	University of Geneva	ERX179663	HG00111.1.M_120209_8 extract	2012-12-05	3179	2158	2012-12-05	ERR204887	ERS185191	GEUV:HG00111	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573123	University of Geneva	ERX179541	NA18934.1.M_120209_3 extract	2013-02-21	2993	2000	2013-02-21	ERR204888	ERS185249	GEUV:NA18934	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573214	University of Geneva	ERX179570	NA19121.1.M_120209_6 extract	2013-02-21	3159	2088	2013-02-21	ERR204892	ERS185204	GEUV:NA19121	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573291	University of Geneva	ERX179596	NA12843.1.M_120209_5 extract	2012-12-05	1464	986	2012-12-05	ERR204893	ERS185207	GEUV:NA12843	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573150	University of Geneva	ERX179703	NA12716.1.M_120209_5 extract	2012-12-05	3012	2036	2012-12-05	ERR204899	ERS185171	GEUV:NA12716	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573504	University of Geneva	ERX179590	NA12283.1.M_120209_4 extract	2012-12-05	1611	1080	2012-12-05	ERR204907	ERS185142	GEUV:NA12283	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573216	University of Geneva	ERX179553	NA18498.1.M_120209_2 extract	2012-12-05	1987	1371	2012-12-05	ERR204925	ERS185292	GEUV:NA18498	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573272	University of Geneva	ERX179679	NA12340.1.M_120209_3 extract	2012-12-05	2278	1515	2012-12-05	ERR204944	ERS185126	GEUV:NA12340	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573423	University of Geneva	ERX179598	NA19114.1.M_120209_8 extract	2013-02-21	2968	2014	2013-02-21	ERR205000	ERS185281	GEUV:NA19114	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573133	University of Geneva	ERX179508	NA12760.1.M_120209_5 extract	2012-12-05	1951	1306	2012-12-05	ERR204819	ERS185230	GEUV:NA12760	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573489	Centre for Genomic Regulation, Barcelona	ERX162914	HG00110.2.M_120131_2 extract	2012-11-06	5600	3840	2012-11-06	ERR188082	ERS185368	GEUV:HG00110	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573361	Max Planck Institute for Molecular Genetics	ERX163128	HG00285.3.M_120202_5 extract	2012-11-06	3722	2573	2012-11-06	ERR188083	ERS185319	GEUV:HG00285	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573122	University of Geneva	ERX163120	NA18520.1.M_111124_1 extract	2012-11-06	3806	2667	2012-11-06	ERR188085	ERS185345	GEUV:NA18520	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573305	Max Planck Institute for Molecular Genetics	ERX162890	HG00186.3.M_120202_5 extract	2012-11-06	2199	1525	2012-11-06	ERR188090	ERS185315	GEUV:HG00186	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573125	Max Planck Institute for Molecular Genetics	ERX162822	NA12045.3.M_120202_3 extract	2012-11-06	2680	1854	2012-11-06	ERR188377	ERS185387	GEUV:NA12045	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573422	Uppsala University	ERX162882	HG00137.6.M_120217_1 extract	2012-11-06	3466	2408	2012-11-06	ERR188095	ERS185374	GEUV:HG00137	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573195	University of Geneva	ERX162873	NA19184.1.M_111124_1 extract	2012-11-06	5373	3750	2012-11-06	ERR188103	ERS185356	GEUV:NA19184	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573474	Leiden University Medical Center	ERX163069	HG00239.7.M_120219_4 extract	2012-11-07	5622	3884	2012-11-07	ERR188112	ERS185379	GEUV:HG00239	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573433	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162907	NA12156.4.M_120208_7 extract	2012-11-07	4208	2868	2012-11-07	ERR188410	ERS185353	GEUV:NA12156	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573320	Centre for Genomic Regulation, Barcelona	ERX162737	NA11894.2.M_111215_4 extract	2012-11-07	4722	3157	2012-11-07	ERR188122	ERS185454	GEUV:NA11894	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573344	Centre for Genomic Regulation, Barcelona	ERX163166	NA19213.2.M_111215_6 extract	2012-11-07	5172	3570	2012-11-07	ERR188131	ERS185371	GEUV:NA19213	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
